Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j13,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Honorat Franck,MO,23,27.0,5.35,5.35,5.7,13,13,38,1.14,1.14,1.29,2,2,11,0.85,0.85,0.95,1000,1000,3145,76.92,76.92,82.76,500.0,286.0,6.0,11.5,7.0,7.5,4.0,4.5,5.5,4.5,4.5,6.0,6.5,4.5,4.5,6.0,4.5,0.0,0.0,4.5,0.0,0.0,5.0,6.0,5.0,7.0,5.0,3.5,7.5,4.5,5.0,8.5,4.0,7.0,5.0,5.5,0.0,4.0,7.0,5.5,7.0,7.0,3.5,,,,1.0,5.0,8.0,0.7358,559.0,9.0,12.0,38.32,12.0,,,6.0,Brest,Nice,2022-11-06,50.0,0.34379,0.34522,0.36343,
Nuno da Costa,A,11,13.0,5.25,5.33,5.25,10,6,34,0.68,0.61,1.2,2,1,11,0.8,0.83,0.85,635,346,2444,63.5,57.67,71.88,318.0,222.0,6.0,5.5,5.0,5.0,6.0,4.5,6.0,5.5,0.0,5.0,4.0,0.0,6.0,5.5,0.0,4.5,6.0,4.5,4.5,3.5,4.0,6.0,3.5,7.0,6.5,8.0,4.0,7.5,4.0,7.0,0.0,0.0,6.0,4.0,6.0,6.5,4.0,0.0,4.5,6.0,1.0,,,,,1.0,,0.7012,296.0,9.0,9.0,53.38,12.0,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,
Maripán Guillermo,DC,15,18.0,5.25,6.0,5.21,8,1,31,1.0,0.0,1.01,2,0,2,0.88,1.0,0.81,586,90,2178,73.25,90.0,70.26,293.0,1089.0,4.0,7.5,6.0,0.0,5.5,0.0,5.0,0.0,7.0,0.0,4.0,4.0,0.0,5.5,5.0,5.0,0.0,4.5,6.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,4.5,6.0,5.5,6.0,3.5,7.0,5.5,5.0,4.0,6.0,6.5,6.0,5.0,2.0,,,,,,1.0,0.8744,356.0,9.0,8.0,50.91,9.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,
Ripart Renaud,A,14,17.0,5.25,5.5,5.15,12,1,33,0.89,0.0,0.76,2,0,4,0.58,0.0,0.73,652,18,2049,54.33,18.0,62.09,326.0,512.0,6.0,7.0,5.5,0.0,5.5,4.5,5.0,7.0,4.5,4.5,5.0,7.0,5.0,4.5,5.0,6.5,4.0,5.5,5.5,5.0,5.0,5.5,4.5,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,4.0,6.5,4.5,5.0,2.0,,,,1.0,2.0,7.0,0.6723,411.0,2.0,15.0,41.72,17.0,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,
Gerson,MO,26,29.0,5.22,4.5,5.65,9,1,37,1.09,0.0,1.16,2,0,10,0.67,0.0,0.81,419,18,2541,46.56,18.0,68.68,210.0,254.0,5.5,13.0,4.5,0.0,0.0,4.5,7.0,0.0,4.0,7.0,5.0,0.0,5.5,4.5,5.0,8.5,4.5,7.0,4.5,7.0,7.0,4.5,5.0,7.0,7.0,7.5,5.0,5.5,5.5,5.5,7.0,5.0,6.0,0.0,4.0,5.0,5.5,7.5,5.0,0.0,2.0,,,,,,3.0,0.7489,273.0,1.0,4.0,42.47,16.0,,,4.5,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Khazri Wahbi,MO,24,31.0,5.2,3.5,5.22,10,1,32,1.14,0.0,1.0,2,0,9,0.7,1.0,0.78,639,90,2241,63.9,90.0,70.03,320.0,249.0,4.5,12.0,3.5,0.0,4.5,4.5,4.5,6.0,4.0,0.0,0.0,7.0,6.0,6.0,6.0,5.0,4.0,0.0,0.0,4.5,5.0,4.5,0.0,0.0,4.5,5.0,4.5,0.0,6.5,5.0,7.0,0.0,0.0,0.0,4.5,4.5,4.0,5.0,6.0,4.5,2.0,,,,1.0,,6.0,0.7338,314.0,4.0,7.0,47.19,6.0,,,0.0,Montpellier,Clermont,2022-11-06,50.0,0.40695,0.42636,0.40512,
Ismaily,DL,13,15.0,5.13,5.13,5.13,12,12,12,1.05,1.05,1.05,2,2,2,0.92,0.92,0.92,967,967,967,80.58,80.58,80.58,484.0,484.0,5.5,6.5,4.5,4.0,6.5,5.0,4.5,5.0,5.5,6.0,5.0,6.0,3.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,1.0,3.0,6.0,0.7818,784.0,11.0,8.0,59.34,5.0,,,0.0,Lille,Rennes,2022-11-06,50.0,0.62169,0.61256,0.64176,
Mothiba Lebo,A,6,6.0,5.1,6.0,4.76,5,2,19,0.82,0.0,0.77,2,2,4,0.0,0.0,0.26,97,75,618,19.4,37.5,32.53,49.0,155.0,6.0,3.0,6.0,6.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0,4.0,3.5,5.0,0.0,4.5,4.5,6.0,5.0,6.0,5.0,4.5,3.5,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.6143,27.0,,,27.27,2.0,,,0.0,Strasbourg,Ajaccio,2022-11-05,44.82000000000001,0.48208,0.48539,0.48543,
Germain Valère,A,10,14.0,4.91,4.67,4.7,11,6,40,1.09,0.68,0.83,2,0,3,0.18,0.0,0.5,249,105,1854,22.64,17.5,46.35,125.0,618.0,7.0,5.0,4.0,4.5,4.5,4.5,4.5,6.0,0.0,3.5,5.5,7.5,5.0,4.5,0.0,5.0,4.5,4.5,4.5,4.0,4.0,4.5,4.5,3.5,5.5,5.0,4.5,4.0,4.5,4.5,4.0,5.0,4.5,0.0,6.0,7.0,4.5,4.5,4.0,4.5,,,,,,,1.0,0.7359,119.0,2.0,1.0,44.44,3.0,,,4.5,Montpellier,Clermont,2022-11-06,50.0,0.40695,0.42636,0.40512,Sursis (8sem.)
Porozo Jackson,DC,12,12.0,4.9,4.67,4.9,10,3,10,0.84,0.76,0.84,2,1,2,1.0,1.0,1.0,869,270,869,86.9,90.0,86.9,435.0,435.0,5.5,6.0,4.0,4.5,5.5,0.0,6.0,5.5,5.5,5.0,5.5,0.0,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.7951,458.0,18.0,9.0,58.65,16.0,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,Sursis (11sem.)
Dallinga Thijs,A,14,21.0,4.88,3.0,4.88,12,1,12,1.23,0.0,1.23,2,0,2,0.92,1.0,0.92,798,72,798,66.5,72.0,66.5,399.0,399.0,6.5,7.0,3.0,0.0,4.5,4.0,5.0,6.0,4.5,4.0,4.0,4.0,7.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,1.0,1.0,7.0,0.708,257.0,1.0,3.0,43.66,16.0,,,0.0,Toulouse,Monaco,2022-11-06,50.0,0.40192,0.42868,0.42487,
El Idrissy Mounaïm,A,8,10.0,4.75,4.5,4.86,12,8,35,1.12,1.16,0.97,2,1,5,0.83,0.75,0.69,895,581,2049,74.58,72.63,58.54,448.0,410.0,6.0,4.0,4.0,3.0,7.0,4.0,4.5,5.0,4.5,4.0,0.0,4.0,6.0,5.0,6.0,5.0,4.5,0.0,0.0,0.0,4.5,5.0,6.5,4.5,4.0,5.0,4.5,5.0,6.5,4.5,4.5,4.0,4.5,4.0,5.0,0.0,0.0,4.5,7.0,3.5,1.5,,,,,,4.0,0.7418,363.0,1.0,11.0,41.11,25.0,,,0.0,Ajaccio,Strasbourg,2022-11-05,0.02,0.34564,0.34673,0.34982,
Dembele Moussa,A,19,28.0,4.7,4.38,5.22,10,4,34,0.86,0.75,1.34,2,0,19,0.5,1.0,0.74,506,288,2250,50.6,72.0,66.18,253.0,118.0,5.5,9.5,5.0,5.0,3.5,4.0,0.0,4.0,4.0,6.0,4.5,6.0,0.0,5.0,0.0,7.0,6.0,7.0,7.0,7.0,5.5,8.0,4.0,7.0,4.0,6.0,7.5,3.5,0.0,6.0,4.0,5.5,5.5,4.0,3.0,4.5,5.0,3.5,4.0,6.0,2.0,,,,,,4.0,0.7836,182.0,,4.0,37.5,11.0,,,6.5,Lyon,Marseille,2022-11-06,50.0,0.67322,0.6338,0.61818,
Kyei Grejohn,A,10,11.0,4.63,4.63,4.44,12,12,26,0.96,0.96,0.75,2,2,2,0.33,0.33,0.31,436,436,827,36.33,36.33,31.81,218.0,414.0,6.0,5.0,4.0,4.0,4.0,7.0,6.0,4.5,4.5,5.0,4.0,4.0,4.5,4.0,0.0,0.0,4.5,4.0,4.5,3.5,4.5,5.5,4.5,4.0,4.5,4.0,3.5,0.0,4.5,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,1.0,1.0,1.0,3.0,0.7194,189.0,1.0,,27.85,15.0,,,4.0,Clermont,Montpellier,2022-11-06,50.0,0.32168,0.35121,0.3711,
Cozza Nicolas,DC,14,15.0,4.62,4.62,4.57,13,13,38,1.16,1.16,1.01,2,2,3,0.92,0.92,0.95,1056,1056,3105,81.23,81.23,81.71,528.0,1035.0,5.0,7.0,3.0,4.0,5.0,4.5,5.0,4.5,4.5,3.0,6.0,6.5,5.0,3.0,6.0,4.5,4.5,4.0,5.0,2.0,0.0,5.0,4.5,0.0,3.5,5.0,4.0,3.5,5.0,5.0,4.0,6.0,4.0,0.0,6.5,5.5,5.0,5.5,4.5,5.0,1.0,,,,1.0,1.0,6.0,0.703,672.0,17.0,20.0,63.79,5.0,,,4.5,Montpellier,Clermont,2022-11-06,50.0,0.40695,0.42636,0.40512,Sursis (9sem.)
Koné Ibrahima,A,12,15.0,4.62,4.62,4.73,13,13,28,0.55,0.55,1.1,2,2,6,0.15,0.15,0.29,289,289,999,22.23,22.23,35.68,145.0,167.0,5.5,6.0,4.5,4.5,4.5,4.0,4.0,4.5,6.0,4.5,4.5,4.5,5.5,4.5,4.5,5.0,4.0,4.0,5.0,2.5,6.0,4.0,8.0,3.0,4.5,6.5,5.0,6.5,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,,,,,1.0,0.6941,110.0,1.0,,51.79,6.0,,,3.0,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,Sursis (2sem.)
Niang M'Baye,A,10,10.0,3.94,4.19,4.4,9,8,31,1.4,1.28,1.09,2,2,5,0.67,0.75,0.42,503,497,1272,55.89,62.13,41.03,252.0,254.0,5.5,5.0,2.5,6.0,4.5,3.5,5.5,4.5,2.5,4.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.5,4.0,6.0,4.5,4.0,7.0,0.0,4.5,5.0,4.0,4.0,0.0,5.0,4.0,0.0,4.5,4.5,4.5,4.5,5.0,4.0,5.0,4.5,,1.0,,,,,1.0,0.6911,202.0,,2.0,47.0,15.0,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,Suspendu
Palaversa Ante,MD,1,1.0,7.0,7.0,7.0,1,1,1,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,9,9,9,9.0,9.0,9.0,9.0,9.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,11.0,1.0,1.0,100.0,,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,
Ounas Adam,MO,14,18.0,6.0,6.0,5.43,8,8,20,0.65,0.65,0.67,1,1,1,0.75,0.75,0.35,541,541,770,67.63,67.63,38.5,541.0,770.0,7.0,14.0,5.0,6.5,6.5,5.5,6.0,7.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.5,5.0,0.0,0.0,2.0,,,,1.0,3.0,10.0,0.7812,385.0,3.0,3.0,46.39,10.0,,,0.0,Lille,Rennes,2022-11-06,50.0,0.62169,0.61256,0.64176,
Boadu Myron,A,3,4.0,6.0,0.0,4.62,1,0,25,0.0,0.0,0.89,1,0,5,0.0,0.0,0.16,17,0,696,17.0,0.0,27.84,17.0,139.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,5.0,4.5,6.0,4.0,6.0,4.0,6.0,4.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,4.0,3.5,7.0,4.0,4.0,,,,,,,,0.3333,6.0,,,,1.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,
Rony Lopes,MO,10,12.0,5.94,6.0,5.94,9,4,9,0.63,0.41,0.63,1,1,1,0.78,0.75,0.78,498,284,498,55.33,71.0,55.33,498.0,498.0,6.5,10.0,6.0,6.5,6.0,5.5,0.0,5.0,5.5,6.5,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,4.0,0.7415,258.0,1.0,2.0,47.76,5.0,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,
André Benjamin,MD,18,21.0,5.92,5.5,5.45,12,1,37,1.1,0.0,1.15,1,0,2,1.0,1.0,1.0,1039,90,3079,86.58,90.0,83.22,1039.0,1540.0,6.5,18.0,5.5,0.0,6.0,7.5,4.5,6.5,5.0,7.0,5.5,6.0,4.0,6.0,7.5,5.0,0.0,5.0,4.0,6.0,4.0,5.5,5.0,5.0,6.5,0.0,7.0,0.0,5.0,6.5,3.0,4.5,3.0,0.0,6.5,5.0,6.0,6.5,6.5,4.5,5.0,,,1.0,1.0,1.0,1.0,0.8363,930.0,18.0,28.0,56.35,24.0,,,5.75,Lille,Rennes,2022-11-06,50.0,0.62169,0.61256,0.64176,
Marquinhos,DC,28,35.0,5.85,5.85,5.66,13,13,40,0.75,0.75,0.89,1,1,6,0.85,0.85,0.95,1014,1014,3426,78.0,78.0,85.65,1014.0,571.0,6.0,28.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.5,6.5,4.5,7.5,6.0,6.0,6.0,3.5,4.5,7.5,5.5,0.0,5.0,4.5,6.5,5.0,6.0,4.5,6.0,5.0,5.5,6.0,6.0,5.0,6.0,5.5,5.5,7.5,0.0,6.5,,,,,,3.0,0.9317,815.0,13.0,8.0,63.27,5.0,,,5.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,
Diop Sofiane,MO,14,19.0,5.83,0.0,5.61,6,0,28,0.93,0.0,1.05,1,0,4,0.83,0.0,0.82,413,0,1822,68.83,0.0,65.07,413.0,456.0,7.0,14.0,0.0,0.0,0.0,7.0,5.5,5.0,5.5,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,8.0,5.5,6.0,5.0,7.5,7.0,4.5,6.0,1.0,,,,2.0,1.0,1.0,0.8058,326.0,3.0,3.0,49.09,1.0,,,0.0,Nice,Brest,2022-11-06,50.0,0.477,0.51163,0.51277,† Incertain
Volland Kevin,A,20,29.0,5.75,5.0,5.53,4,2,31,0.96,0.0,1.23,1,0,8,0.25,0.0,0.81,105,35,2111,26.25,17.5,68.1,105.0,264.0,6.0,20.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,7.0,5.0,6.5,7.0,5.5,7.0,6.0,0.0,7.0,3.5,5.0,3.0,4.5,4.5,5.5,0.0,6.0,4.0,6.5,0.0,7.0,7.0,5.0,6.0,,,,,1.0,,2.0,0.6255,58.0,,1.0,68.42,1.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,
Guendouzi Mattéo,MD,22,27.0,5.71,5.5,5.71,12,3,43,0.78,0.5,0.98,1,0,4,0.92,1.0,0.93,952,256,3597,79.33,85.33,83.65,952.0,899.0,6.0,22.0,6.0,5.0,5.5,0.0,6.5,6.0,5.5,6.0,5.5,7.0,4.5,4.5,6.5,6.0,4.0,7.5,4.5,6.5,5.5,5.0,6.0,7.0,5.5,6.0,5.5,7.0,5.0,5.5,6.0,7.5,5.5,6.0,5.0,4.0,4.0,6.0,5.0,6.5,5.5,,,,2.0,1.0,4.0,0.8576,669.0,11.0,5.0,48.11,16.0,,,5.5,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Soler Carlos,MO,8,9.0,5.7,5.88,5.58,5,4,33,0.84,0.85,0.99,1,1,10,0.6,0.75,0.82,211,207,2388,42.2,51.75,72.36,211.0,239.0,5.0,8.0,7.0,6.0,5.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,5.0,6.0,6.0,4.5,5.5,7.0,5.0,6.5,5.5,8.0,0.0,5.0,3.5,5.0,5.5,0.0,0.0,0.0,7.0,5.5,5.0,7.0,6.0,1.0,,,,,1.0,3.0,0.6789,159.0,,2.0,66.67,3.0,,,0.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,
Danso Kevin,DC,20,23.0,5.69,5.69,5.46,13,13,39,0.8,0.8,0.96,1,1,3,1.0,1.0,1.0,1170,1170,3459,90.0,90.0,88.69,1170.0,1153.0,7.0,20.0,6.0,6.0,6.0,6.5,6.0,6.0,7.5,5.0,5.0,5.0,5.0,5.5,4.5,5.5,7.0,6.0,0.0,3.5,6.0,5.5,6.0,0.0,7.0,5.5,5.5,7.0,5.5,4.5,0.0,4.5,5.5,5.5,0.0,4.0,5.0,4.5,5.0,3.0,7.0,,,,,,1.0,0.8746,956.0,11.0,8.0,65.25,13.0,,,6.0,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,
Clauss Jonathan,MD,21,27.0,5.67,5.17,5.48,12,3,40,1.05,0.76,1.18,1,0,5,1.0,1.0,0.98,946,215,3291,78.83,71.67,82.28,946.0,658.0,6.5,21.0,6.0,4.5,5.0,0.0,8.0,5.0,5.0,5.0,4.5,6.5,6.5,6.5,5.5,5.0,8.5,5.5,4.5,5.0,6.0,5.5,4.5,4.5,6.0,5.0,4.5,7.0,6.5,4.0,0.0,5.0,5.5,7.0,4.0,0.0,5.0,5.0,4.0,3.0,5.0,,,,5.0,5.0,13.0,0.7647,662.0,11.0,10.0,39.74,11.0,,,0.0,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Caio Henrique,DL,17,20.0,5.64,5.69,5.49,11,8,37,0.9,1.03,0.88,1,1,3,0.91,0.88,0.92,906,659,2933,82.36,82.38,79.27,906.0,978.0,4.5,17.0,5.0,4.5,5.5,6.0,4.5,6.0,7.5,6.5,0.0,6.0,5.0,5.5,0.0,5.0,5.0,6.0,6.0,6.5,5.0,5.0,6.5,6.0,6.0,0.0,5.0,0.0,4.5,5.0,5.5,4.5,8.0,5.5,5.5,4.5,5.0,0.0,4.5,5.0,4.0,,1.0,1.0,5.0,6.0,8.0,0.7854,677.0,10.0,13.0,53.23,5.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,
Abdul Samed Salis,MD,16,19.0,5.62,5.62,5.39,13,13,37,0.58,0.58,0.83,1,1,2,1.0,1.0,0.97,1169,1169,3090,89.92,89.92,83.51,1169.0,1545.0,6.0,16.0,5.5,5.5,5.5,5.5,6.0,5.5,6.0,5.5,7.0,5.0,5.5,6.0,4.5,0.0,0.0,5.5,4.5,4.0,5.5,6.0,0.0,6.0,0.0,0.0,3.5,5.0,7.0,4.5,6.0,4.5,4.0,0.0,4.5,6.0,5.5,4.5,6.0,5.5,7.0,,,,,,1.0,0.9307,921.0,17.0,9.0,43.8,34.0,,,0.0,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,
Cathline Yoann,MO,9,9.0,5.6,5.38,4.83,5,4,26,0.65,0.48,0.71,1,0,2,0.4,0.5,0.27,236,203,839,47.2,50.75,32.27,236.0,420.0,6.5,9.0,5.0,5.5,5.0,6.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.5,4.0,6.5,4.5,4.5,0.0,4.5,0.0,4.5,4.5,0.0,0.0,4.5,4.5,3.5,4.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,,,1.0,,1.0,4.0,0.6945,122.0,2.0,3.0,47.06,6.0,,,0.0,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,
Gastien Johan,MD,18,18.0,5.58,5.5,5.25,12,2,36,1.04,0.71,1.02,1,0,1,1.0,1.0,1.0,1042,164,3118,86.83,82.0,86.61,1042.0,3118.0,6.0,18.0,6.0,5.0,0.0,5.0,6.0,6.0,6.5,6.5,5.0,5.5,5.5,7.0,3.0,5.5,5.5,5.5,5.0,6.0,0.0,5.0,3.5,0.0,4.0,5.0,3.5,6.5,7.0,5.0,5.5,4.0,0.0,0.0,4.5,6.0,5.0,4.0,4.5,6.5,3.5,,,1.0,2.0,,3.0,0.8495,1068.0,14.0,13.0,48.28,6.0,,,5.25,Clermont,Montpellier,2022-11-06,50.0,0.32168,0.35121,0.3711,
David da Costa,MD,18,23.0,5.58,5.58,5.5,13,13,40,0.79,0.79,0.8,1,1,4,0.85,0.85,0.65,849,849,2187,65.31,65.31,54.68,849.0,547.0,5.5,18.0,5.5,6.5,5.0,5.0,5.5,5.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,6.5,5.5,7.0,5.5,5.5,7.0,6.0,7.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.0,5.0,5.5,5.5,5.0,7.0,5.0,5.0,5.0,4.5,7.0,,,1.0,3.0,4.0,1.0,0.842,540.0,6.0,2.0,43.59,7.0,,,5.0,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,
van den Boomen Branco,MO,18,23.0,5.58,5.58,6.15,13,13,39,1.02,1.02,1.46,1,1,8,1.0,1.0,1.0,1149,1149,3395,88.38,88.38,87.05,1149.0,424.0,7.0,18.0,5.0,4.5,7.0,5.5,7.5,4.5,6.5,5.0,4.0,5.5,6.0,6.0,5.5,4.0,7.0,7.0,8.0,5.5,6.0,7.5,3.5,8.0,7.0,4.0,8.0,0.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,5.5,0.0,7.0,5.5,4.0,2.0,1.0,,,4.0,6.0,10.0,0.8331,922.0,3.0,15.0,46.59,11.0,,,0.0,Toulouse,Monaco,2022-11-06,50.0,0.40192,0.42868,0.42487,
Mbemba Chancel,DC,16,19.0,5.58,5.58,5.58,13,13,13,0.84,0.84,0.84,1,1,1,1.0,1.0,1.0,1125,1125,1125,86.54,86.54,86.54,1125.0,1125.0,7.0,16.0,4.5,5.5,5.5,4.5,6.0,5.5,5.0,7.0,6.0,6.0,7.0,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,7.0,0.8497,818.0,18.0,15.0,67.95,8.0,,,0.0,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Machado Deiver,DL,11,14.0,5.55,5.8,5.34,11,5,25,0.85,0.27,0.64,1,0,1,0.91,1.0,0.44,839,411,1062,76.27,82.2,42.48,839.0,1062.0,6.5,11.0,5.5,6.0,5.5,6.0,6.0,0.0,0.0,3.5,5.5,6.5,6.5,5.0,5.0,5.0,5.0,5.0,5.5,6.0,6.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,,,,1.0,,6.0,0.8876,444.0,12.0,13.0,53.93,16.0,,,0.0,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,Sursis (10sem.)
Payet Dimitri,MO,30,36.0,5.5,5.25,5.79,10,2,36,0.53,0.35,0.8,1,0,8,0.5,0.5,0.78,431,104,2575,43.1,52.0,71.53,431.0,322.0,5.0,30.0,5.5,5.0,0.0,6.0,5.5,5.5,0.0,0.0,6.5,6.0,5.0,5.0,5.0,0.0,0.0,0.0,4.5,6.0,7.0,5.0,4.5,6.5,6.5,0.0,6.0,5.0,5.0,5.0,5.5,6.0,7.0,6.0,6.0,6.5,5.5,6.0,7.5,6.0,2.0,1.0,,,1.0,2.0,2.0,0.7912,291.0,,2.0,50.0,2.0,,,5.25,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Bernat Juan,DL,9,10.0,5.5,5.6,5.28,10,5,25,0.82,0.82,0.65,1,0,1,0.7,1.0,0.76,583,414,1547,58.3,82.8,61.88,583.0,1547.0,7.0,9.0,5.0,6.0,6.0,6.5,4.5,0.0,5.0,5.0,7.0,0.0,5.0,0.0,5.0,0.0,6.5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.5,5.0,4.5,5.5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.5,5.0,3.5,,,,,,2.0,0.9156,404.0,3.0,8.0,52.0,3.0,,,0.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,
Disasi Axel,DC,16,19.0,5.46,5.46,5.36,13,13,38,1.03,1.03,0.95,1,1,2,1.0,1.0,0.97,1170,1170,3347,90.0,90.0,88.08,1170.0,1674.0,4.0,16.0,5.0,4.0,6.0,6.0,5.5,7.5,6.0,6.0,4.5,5.5,3.5,6.0,5.5,5.0,4.5,0.0,0.0,6.0,5.5,5.5,5.0,5.5,6.0,5.0,6.0,4.5,6.0,5.0,7.0,3.5,6.0,0.0,5.0,4.5,5.5,7.0,4.5,5.5,5.0,,,,3.0,2.0,2.0,0.8136,792.0,26.0,11.0,62.2,13.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,
